combination,alternative,term,ols_coef,glm_coef,ols_se_twoway,glm_se_twoway,ols_ci_lower,ols_ci_upper,glm_ci_lower,glm_ci_upper,ols_p_t_G1,glm_p_t_G1,df,same_sign,ols_95_excludes_zero,glm_95_excludes_zero,same_95_evidence,supported_same_direction_and_95_evidence,status,interpretation
E0_all,NB2,z_gust_pressure,-0.034933705867966493,-0.045645355168132985,0.015771022765372129,0.018023235053298298,-0.066188171248100253,-0.0036792404878327328,-0.081363176668470732,-0.0099275336677952311,0.028817061632121797,0.012733146966424724,110,True,True,True,True,True,available,"same basis, different estimands; no coefficient magnitude equivalence or new model ranking"
E0_all,NB2,gust_low,-0.026952197980057893,-0.039297127031322793,0.0044317263651549007,0.0075589247103398172,-0.035734839430432569,-0.018169556529683221,-0.054277141592526737,-0.024317112470118848,1.7593768088760861e-08,9.3412282592134419e-07,110,True,True,True,True,True,available,"same basis, different estimands; no coefficient magnitude equivalence or new model ranking"
E0_all,NB2,gust_ramp,0.12146172840850161,0.07562821856636405,0.013842871680209501,0.015666772821207937,0.094028405907649007,0.1488950509093542,0.044580352106239125,0.10667608502648898,2.4793463583605642e-14,4.4945991255515296e-06,110,True,True,True,True,True,available,"same basis, different estimands; no coefficient magnitude equivalence or new model ranking"
E0_all,Tweedie,z_gust_pressure,-0.034933705867966493,-0.041095745047300153,0.015771022765372129,0.015477132433389182,-0.066188171248100253,-0.0036792404878327328,-0.07176778877075575,-0.010423701323844559,0.028817061632121797,0.0091013966327278158,110,True,True,True,True,True,available,"same basis, different estimands; no coefficient magnitude equivalence or new model ranking"
E0_all,Tweedie,gust_low,-0.026952197980057893,-0.040364971529262585,0.0044317263651549007,0.0077733330484544604,-0.035734839430432569,-0.018169556529683221,-0.055769893091141831,-0.024960049967383338,1.7593768088760861e-08,9.5871325610155252e-07,110,True,True,True,True,True,available,"same basis, different estimands; no coefficient magnitude equivalence or new model ranking"
E0_all,Tweedie,gust_ramp,0.12146172840850161,0.078240298236736686,0.013842871680209501,0.014729718027470256,0.094028405907649007,0.1488950509093542,0.049049454434296813,0.10743114203917656,2.4793463583605642e-14,5.7206541750318375e-07,110,True,True,True,True,True,available,"same basis, different estimands; no coefficient magnitude equivalence or new model ranking"
R0c_all,Gamma,z_gust_0h,-0.00024523989440493864,0.018840118709580519,0.01920474571933381,0.01939157697087544,-0.038304538213160967,0.037814058424351087,-0.019589435297098053,0.057269672716259087,0.98983461828980879,0.33340006445751952,110,False,False,False,True,False,available,"same basis, different estimands; no coefficient magnitude equivalence or new model ranking"
R0c_all,Gamma,z_gust_sq,0.08096305923144638,0.06454836542420557,0.007413833276507552,0.0088889107952133672,0.066270581836546022,0.095655536626346738,0.04693263061428006,0.082164100234131079,3.0019189857304328e-19,5.7917119706300654e-11,110,True,True,True,True,True,available,"same basis, different estimands; no coefficient magnitude equivalence or new model ranking"
R0c_all,Gamma,z_gust_precip,-0.024454468274793594,-0.025410907136547582,0.0099950751604490785,0.010261609012532069,-0.044262361220075222,-0.0046465753295119629,-0.045747007616400284,-0.0050748066566948767,0.016002621586288856,0.014798165928027896,110,True,True,True,True,True,available,"same basis, different estimands; no coefficient magnitude equivalence or new model ranking"
R0c_all,Tweedie,z_gust_0h,-0.00024523989440493864,0.034317885114530627,0.01920474571933381,0.025908521043521707,-0.038304538213160967,0.037814058424351087,-0.017026722400916662,0.08566249262997791,0.98983461828980879,0.18805614349781732,110,False,False,False,True,False,available,"same basis, different estimands; no coefficient magnitude equivalence or new model ranking"
R0c_all,Tweedie,z_gust_sq,0.08096305923144638,0.058842481215274939,0.007413833276507552,0.012565896509699762,0.066270581836546022,0.095655536626346738,0.033939823773483604,0.083745138657066273,3.0019189857304328e-19,8.1349656000823161e-06,110,True,True,True,True,True,available,"same basis, different estimands; no coefficient magnitude equivalence or new model ranking"
R0c_all,Tweedie,z_gust_precip,-0.024454468274793594,-0.024837838444169293,0.0099950751604490785,0.01154939241633097,-0.044262361220075222,-0.0046465753295119629,-0.047726023364576917,-0.001949653523761672,0.016002621586288856,0.033698965738331789,110,True,True,True,True,True,available,"same basis, different estimands; no coefficient magnitude equivalence or new model ranking"
