Incident Reference,source_row_used,earliest_source_row,time_used,earliest_recorded_start,lag_hours,hour_diff,date_diff,gust_0h_used,gust_0h_earliest,gust_0h_delta,precipitation_24h_sum_used,precipitation_24h_sum_earliest,precipitation_24h_sum_delta,temperature_0h_used,temperature_0h_earliest,temperature_0h_delta,pressure_msl_0h_used,pressure_msl_0h_earliest,pressure_msl_0h_delta,earliest_weather_status,coordinate_diff,lad_diff,current_date,temporal_partition_change
FREP-312601-G,29707,29707,2023-03-13 15:49:00+00:00,2023-03-13 15:49:00+00:00,0.0,False,False,21.700000762939453,21.700000762939453,0.0,3.900000095367432,3.900000095367432,0.0,11.850000381469728,11.850000381469728,0.0,990.4000244140624,990.4000244140624,0.0,matched,False,False,2023-03-13,False
FREP-312459-G,29711,29711,2023-03-13 08:36:00+00:00,2023-03-13 08:36:00+00:00,0.0,False,False,21.0,21.0,0.0,3.700000286102295,3.700000286102295,0.0,10.699999809265137,10.699999809265137,0.0,992.7000122070312,992.7000122070312,0.0,matched,False,False,2023-03-13,False
FREP-312544-G,29715,29715,2023-03-13 12:02:00+00:00,2023-03-13 12:02:00+00:00,0.0,False,False,26.39999961853028,26.39999961853028,0.0,2.799999952316284,2.799999952316284,0.0,13.199999809265137,13.199999809265137,0.0,992.5999755859376,992.5999755859376,0.0,matched,False,False,2023-03-13,False
FREP-312562-G,29717,29717,2023-03-13 12:50:00+00:00,2023-03-13 12:50:00+00:00,0.0,False,False,22.600000381469727,22.600000381469727,0.0,5.100000381469727,5.100000381469727,0.0,13.100000381469728,13.100000381469728,0.0,994.0,994.0,0.0,matched,False,False,2023-03-13,False
FREP-312492-G,29726,76923,2023-03-13 11:28:00+00:00,2023-03-13 10:04:00+00:00,1.4,True,False,22.700000762939453,22.600000381469727,0.10000038146972656,3.900000095367432,3.900000095367432,0.0,12.100000381469728,11.649999618530272,0.4500007629394567,994.5999755859376,995.0999755859376,-0.5,matched,False,False,2023-03-13,False
FREP-312406-Z,29729,29729,2022-06-27 15:59:00+00:00,2022-06-27 15:59:00+00:00,0.0,False,False,10.899999618530272,10.899999618530272,0.0,0.800000011920929,0.800000011920929,0.0,18.200000762939453,18.200000762939453,0.0,1015.5999755859376,1015.5999755859376,0.0,matched,False,False,2022-06-27,False
FREP-312548-G,29740,29740,2023-03-13 12:05:00+00:00,2023-03-13 12:05:00+00:00,0.0,False,False,22.600000381469727,22.600000381469727,0.0,6.5,6.5,0.0,12.649999618530272,12.649999618530272,0.0,994.0,994.0,0.0,matched,False,False,2023-03-13,False
FREP-313340-Z,29813,29813,2022-07-01 23:35:00+00:00,2022-07-01 23:35:00+00:00,0.0,False,False,7.5,7.5,0.0,0.2000000029802322,0.2000000029802322,0.0,14.550000190734863,14.550000190734863,0.0,1017.9000244140624,1017.9000244140624,0.0,matched,False,False,2022-07-01,False
FREP-313439-Z,29895,29895,2022-07-03 01:57:00+00:00,2022-07-03 01:57:00+00:00,0.0,False,False,4.599999904632568,4.599999904632568,0.0,0.6000000238418579,0.6000000238418579,0.0,12.050000190734863,12.050000190734863,0.0,1017.0999755859376,1017.0999755859376,0.0,matched,False,False,2022-07-03,False
FREP-313658-G,29921,29921,2023-03-24 17:01:00+00:00,2023-03-24 17:01:00+00:00,0.0,False,False,19.0,19.0,0.0,4.5,4.5,0.0,9.25,9.25,0.0,999.7000122070312,999.7000122070312,0.0,matched,False,False,2023-03-24,False
FREP-314246-G,29993,45923,2023-03-31 12:57:00+00:00,2023-03-31 04:02:00+00:00,8.916666666666666,True,False,18.600000381469727,18.799999237060547,-0.1999988555908203,15.899999618530272,11.899999618530272,4.0,10.850000381469728,9.649999618530272,1.2000007629394567,986.9000244140624,989.2999877929688,-2.3999633789063637,matched,False,False,2023-03-31,False
FREP-314211-Z,30006,30006,2022-07-07 10:07:00+00:00,2022-07-07 10:07:00+00:00,0.0,False,False,14.199999809265137,14.199999809265137,0.0,0.4000000059604645,0.4000000059604645,0.0,17.649999618530273,17.649999618530273,0.0,1027.699951171875,1027.699951171875,0.0,matched,False,False,2022-07-07,False
FREP-314275-G,30008,30008,2023-03-31 12:00:00+00:00,2023-03-31 12:00:00+00:00,0.0,False,False,18.600000381469727,18.600000381469727,0.0,18.100000381469727,18.100000381469727,0.0,10.300000190734863,10.300000190734863,0.0,987.7000122070312,987.7000122070312,0.0,matched,False,False,2023-03-31,False
FREP-315001-Z,30082,30082,2022-07-11 15:04:00+00:00,2022-07-11 15:04:00+00:00,0.0,False,False,8.5,8.5,0.0,0.0,0.0,0.0,29.0,29.0,0.0,1022.5999755859376,1022.5999755859376,0.0,matched,False,False,2022-07-11,False
FREP-314896-Z,30087,30087,2022-07-11 11:44:00+00:00,2022-07-11 11:44:00+00:00,0.0,False,False,5.599999904632568,5.599999904632568,0.0,0.0,0.0,0.0,28.049999237060547,28.049999237060547,0.0,1023.5,1023.5,0.0,matched,False,False,2022-07-11,False
FREP-314793-Z,30095,30095,2022-07-10 22:08:00+00:00,2022-07-10 22:08:00+00:00,0.0,False,False,6.900000095367432,6.900000095367432,0.0,0.0,0.0,0.0,19.700000762939453,19.700000762939453,0.0,1024.4000244140625,1024.4000244140625,0.0,matched,False,False,2022-07-10,False
FREP-314837-Z,30111,30111,2022-05-27 10:12:00+00:00,2022-05-27 10:12:00+00:00,0.0,False,False,9.800000190734863,9.800000190734863,0.0,0.1000000014901161,0.1000000014901161,0.0,14.850000381469728,14.850000381469728,0.0,1024.5,1024.5,0.0,matched,False,False,2022-05-27,False
FREP-315008-Z,30115,30115,2022-07-11 18:20:00+00:00,2022-07-11 18:20:00+00:00,0.0,False,False,8.600000381469727,8.600000381469727,0.0,0.0,0.0,0.0,27.89999961853028,27.89999961853028,0.0,1021.0,1021.0,0.0,matched,False,False,2022-07-11,False
FREP-314941-Z,30126,30126,2022-07-11 14:57:00+00:00,2022-07-11 14:57:00+00:00,0.0,False,False,6.300000190734863,6.300000190734863,0.0,0.0,0.0,0.0,29.25,29.25,0.0,1022.7999877929688,1022.7999877929688,0.0,matched,False,False,2022-07-11,False
FREP-314948-G,30127,62952,2023-04-06 23:47:00+00:00,2023-04-06 18:45:00+00:00,5.033333333333333,True,False,6.400000095367432,10.600000381469728,-4.200000286102297,9.800000190734863,10.600000381469728,-0.8000001907348651,5.5,8.899999618530273,-3.3999996185302734,1018.0999755859376,1015.5,2.5999755859376137,matched,False,False,2023-04-06,False
FREP-315029-Z,30139,30139,2022-07-11 16:33:00+00:00,2022-07-11 16:33:00+00:00,0.0,False,False,5.300000190734863,5.300000190734863,0.0,0.0,0.0,0.0,30.39999961853028,30.39999961853028,0.0,1021.0999755859376,1021.0999755859376,0.0,matched,False,False,2022-07-11,False
FREP-315070-Z,30142,30142,2022-07-11 19:15:00+00:00,2022-07-11 19:15:00+00:00,0.0,False,False,6.900000095367432,6.900000095367432,0.0,0.1000000014901161,0.1000000014901161,0.0,27.450000762939453,27.450000762939453,0.0,1021.2999877929688,1021.2999877929688,0.0,matched,False,False,2022-07-11,False
FREP-315242-G,30164,112189,2023-04-11 12:10:00+00:00,2023-04-11 11:50:00+00:00,0.3333333333333333,True,False,13.300000190734863,12.800000190734863,0.5,2.0999999046325684,2.700000047683716,-0.6000001430511475,10.699999809265137,11.75,-1.0500001907348633,1012.7999877929688,1012.7999877929688,0.0,matched,False,False,2023-04-11,False
FREP-315455-G,30182,30182,2023-04-12 16:28:00+00:00,2023-04-12 16:28:00+00:00,0.0,False,False,23.89999961853028,23.89999961853028,0.0,6.5,6.5,0.0,7.199999809265137,7.199999809265137,0.0,992.5,992.5,0.0,matched,False,False,2023-04-12,False
FREP-316295-Z,30244,30244,2022-07-18 11:38:00+00:00,2022-07-18 11:38:00+00:00,0.0,False,False,6.800000190734863,6.800000190734863,0.0,0.0,0.0,0.0,32.45000076293945,32.45000076293945,0.0,1019.2999877929688,1019.2999877929688,0.0,matched,False,False,2022-07-18,False
FREP-316372-Z,30247,30247,2022-07-18 14:15:00+00:00,2022-07-18 14:15:00+00:00,0.0,False,False,8.600000381469727,8.600000381469727,0.0,0.0,0.0,0.0,36.25,36.25,0.0,1018.2999877929688,1018.2999877929688,0.0,matched,False,False,2022-07-18,False
FREP-316483-Z,30254,30254,2022-07-18 18:43:00+00:00,2022-07-18 18:43:00+00:00,0.0,False,False,5.900000095367432,5.900000095367432,0.0,0.0,0.0,0.0,33.900001525878906,33.900001525878906,0.0,1017.0999755859376,1017.0999755859376,0.0,matched,False,False,2022-07-18,False
FREP-316886-Z,30273,30273,2022-07-19 20:19:00+00:00,2022-07-19 20:19:00+00:00,0.0,False,False,9.0,9.0,0.0,0.0,0.0,0.0,30.350000381469727,30.350000381469727,0.0,1009.5999755859376,1009.5999755859376,0.0,matched,False,False,2022-07-19,False
FREP-316653-Z,30278,30278,2022-07-19 11:53:00+00:00,2022-07-19 11:53:00+00:00,0.0,False,False,10.600000381469728,10.600000381469728,0.0,0.0,0.0,0.0,35.29999923706055,35.29999923706055,0.0,1012.0,1012.0,0.0,matched,False,False,2022-07-19,False
FREP-316810-Z,30281,30281,2022-07-19 16:55:00+00:00,2022-07-19 16:55:00+00:00,0.0,False,False,12.699999809265137,12.699999809265137,0.0,0.0,0.0,0.0,33.349998474121094,33.349998474121094,0.0,1010.4000244140624,1010.4000244140624,0.0,matched,False,False,2022-07-19,False
FREP-316997-Z,30293,30293,2022-07-20 10:07:00+00:00,2022-07-20 10:07:00+00:00,0.0,False,False,13.0,13.0,0.0,0.0,0.0,0.0,23.89999961853028,23.89999961853028,0.0,1014.4000244140624,1014.4000244140624,0.0,matched,False,False,2022-07-20,False
FREP-317051-Z,30295,30295,2022-07-20 22:09:00+00:00,2022-07-20 22:09:00+00:00,0.0,False,False,4.099999904632568,4.099999904632568,0.0,7.5,7.5,0.0,18.950000762939453,18.950000762939453,0.0,1017.9000244140624,1017.9000244140624,0.0,matched,False,False,2022-07-20,False
FREP-317158-Z,30327,30327,2022-07-20 18:09:00+00:00,2022-07-20 18:09:00+00:00,0.0,False,False,9.899999618530272,9.899999618530272,0.0,0.4000000059604645,0.4000000059604645,0.0,23.350000381469727,23.350000381469727,0.0,1015.5,1015.5,0.0,matched,False,False,2022-07-20,False
FREP-317181-Z,30330,30330,2022-07-20 20:22:00+00:00,2022-07-20 20:22:00+00:00,0.0,False,False,7.699999809265137,7.699999809265137,0.0,0.6000000238418579,0.6000000238418579,0.0,20.350000381469727,20.350000381469727,0.0,1018.0,1018.0,0.0,matched,False,False,2022-07-20,False
FREP-317419-Z,30383,30383,2022-07-21 20:06:00+00:00,2022-07-21 20:06:00+00:00,0.0,False,False,6.5,6.5,0.0,0.699999988079071,0.699999988079071,0.0,19.64999961853028,19.64999961853028,0.0,1022.2999877929688,1022.2999877929688,0.0,matched,False,False,2022-07-21,False
FREP-317821-Z,30450,30451,2022-07-24 20:00:00+00:00,2022-07-24 15:42:00+00:00,4.3,True,False,12.5,14.300000190734863,-1.8000001907348633,4.100000381469727,0.0,4.100000381469727,18.850000381469727,29.0,-10.149999618530273,1010.7999877929688,1011.0,-0.20001220703125,matched,False,False,2022-07-24,False
FREP-317859-G,30455,30455,2023-05-08 23:03:00+00:00,2023-05-08 23:03:00+00:00,0.0,False,False,9.899999618530272,9.899999618530272,0.0,6.199999809265137,6.199999809265137,0.0,12.699999809265137,12.699999809265137,0.0,1013.9000244140624,1013.9000244140624,0.0,matched,False,False,2023-05-08,False
FREP-318040-Z,30471,30471,2022-07-25 12:56:00+00:00,2022-07-25 12:56:00+00:00,0.0,False,False,14.300000190734863,14.300000190734863,0.0,4.900000095367432,4.900000095367432,0.0,21.350000381469727,21.350000381469727,0.0,1009.4000244140624,1009.4000244140624,0.0,matched,False,False,2022-07-25,False
FREP-318208-Z,30506,30506,2022-07-26 09:45:00+00:00,2022-07-26 09:45:00+00:00,0.0,False,False,7.400000095367432,7.400000095367432,0.0,1.100000023841858,1.100000023841858,0.0,17.549999237060547,17.549999237060547,0.0,1019.2000122070312,1019.2000122070312,0.0,matched,False,False,2022-07-26,False
FREP-318351-G,30525,30525,2023-05-13 11:34:00+00:00,2023-05-13 11:34:00+00:00,0.0,False,False,10.699999809265137,10.699999809265137,0.0,2.0999999046325684,2.0999999046325684,0.0,15.899999618530272,15.899999618530272,0.0,1025.199951171875,1025.199951171875,0.0,matched,False,False,2023-05-13,False
FREP-318279-G,30542,30542,2023-05-11 19:43:00+00:00,2023-05-11 19:43:00+00:00,0.0,False,False,3.5,3.5,0.0,1.4000000953674316,1.4000000953674316,0.0,12.100000381469728,12.100000381469728,0.0,1017.2000122070312,1017.2000122070312,0.0,matched,False,False,2023-05-11,False
FREP-318800-G,30581,30581,2023-05-18 07:28:00+00:00,2023-05-18 07:28:00+00:00,0.0,False,False,3.5,3.5,0.0,0.2000000029802322,0.2000000029802322,0.0,11.300000190734863,11.300000190734863,0.0,1028.9000244140625,1028.9000244140625,0.0,matched,False,False,2023-05-18,False
FREP-318813-Z,30606,30606,2022-07-19 23:30:00+00:00,2022-07-19 23:30:00+00:00,0.0,False,False,8.699999809265137,8.699999809265137,0.0,0.0,0.0,0.0,24.64999961853028,24.64999961853028,0.0,1011.2999877929688,1011.2999877929688,0.0,matched,False,False,2022-07-19,False
FREP-319169-Z,30652,30653,2022-07-31 09:36:00+00:00,2022-07-31 06:23:00+00:00,3.216666666666667,True,False,10.699999809265137,8.699999809265137,2.0,7.099999904632568,6.400000095367432,0.6999998092651367,19.100000381469727,17.649999618530273,1.4500007629394531,1013.5,1013.5999755859376,-0.09997558593761369,matched,False,False,2022-07-31,False
FREP-319176-Z,30655,145127,2022-07-31 09:00:00+00:00,2022-07-31 06:27:00+00:00,2.55,True,False,12.699999809265137,9.300000190734863,3.3999996185302734,2.900000095367432,2.5999999046325684,0.3000001907348637,19.549999237060547,18.700000762939453,0.8499984741210938,1013.9000244140624,1013.7999877929688,0.10003662109363631,matched,False,False,2022-07-31,False
FREP-319179-Z,30656,77489,2022-07-31 12:04:00+00:00,2022-07-31 07:03:00+00:00,5.016666666666667,True,False,12.0,9.699999809265137,2.3000001907348633,3.9000003337860094,3.0,0.9000003337860094,20.950000762939453,18.89999961853028,2.0500011444091726,1013.7999877929688,1014.0,-0.20001220703125,matched,False,False,2022-07-31,False
FREP-319245-Z,30669,30669,2022-07-31 13:49:00+00:00,2022-07-31 13:49:00+00:00,0.0,False,False,13.300000190734863,13.300000190734863,0.0,1.7999999523162842,1.7999999523162842,0.0,23.64999961853028,23.64999961853028,0.0,1014.0,1014.0,0.0,matched,False,False,2022-07-31,False
FREP-319706-Z,30748,30748,2022-08-02 14:44:00+00:00,2022-08-02 14:44:00+00:00,0.0,False,False,13.100000381469728,13.100000381469728,0.0,0.1000000014901161,0.1000000014901161,0.0,25.350000381469727,25.350000381469727,0.0,1013.7999877929688,1013.7999877929688,0.0,matched,False,False,2022-08-02,False
FREP-320166-Z,30810,30810,2022-08-05 11:36:00+00:00,2022-08-05 11:36:00+00:00,0.0,False,False,11.100000381469728,11.100000381469728,0.0,0.0,0.0,0.0,21.350000381469727,21.350000381469727,0.0,1021.7000122070312,1021.7000122070312,0.0,matched,False,False,2022-08-05,False
FREP-302242-G,30862,186635,2022-12-17 00:59:00+00:00,2022-12-17 00:55:00+00:00,0.06666666666666667,False,False,3.799999952316284,3.799999952316284,0.0,0.0,0.0,0.0,-0.550000011920929,-0.550000011920929,0.0,1021.7999877929688,1021.7999877929688,0.0,matched,False,False,2022-12-17,False
FREP-302375-G,30940,90879,2022-12-18 11:00:00+00:00,2022-12-18 09:32:00+00:00,1.4666666666666666,True,False,11.0,10.600000381469728,0.39999961853027166,0.0,0.0,0.0,0.800000011920929,-0.3000000119209289,1.100000023841858,1019.9000244140624,1020.5999755859376,-0.6999511718752274,matched,False,False,2022-12-18,False
FREP-302708-G,30960,30960,2022-12-19 17:01:00+00:00,2022-12-19 17:01:00+00:00,0.0,False,False,17.200000762939453,17.200000762939453,0.0,17.0,17.0,0.0,12.550000190734863,12.550000190734863,0.0,1007.7999877929688,1007.7999877929688,0.0,matched,False,False,2022-12-19,False
FREP-302781-G,30962,206360,2022-12-20 02:46:00+00:00,2022-12-20 01:41:00+00:00,1.0833333333333333,True,False,17.299999237060547,18.100000381469727,-0.8000011444091797,8.5,9.0,-0.5,12.5,12.25,0.25,1006.0999755859376,1006.4000244140624,-0.3000488281247726,matched,False,False,2022-12-20,False
FREP-302742-G,30974,30974,2022-12-19 20:19:00+00:00,2022-12-19 20:19:00+00:00,0.0,False,False,18.799999237060547,18.799999237060547,0.0,11.200000762939451,11.200000762939451,0.0,12.949999809265137,12.949999809265137,0.0,1007.5,1007.5,0.0,matched,False,False,2022-12-19,False
FREP-302612-G,30990,30990,2022-12-19 11:31:00+00:00,2022-12-19 11:31:00+00:00,0.0,False,False,17.100000381469727,17.100000381469727,0.0,14.300000190734863,14.300000190734863,0.0,11.449999809265137,11.449999809265137,0.0,1008.2999877929688,1008.2999877929688,0.0,matched,False,False,2022-12-19,False
FREP-302618-G,30994,30994,2022-12-19 11:43:00+00:00,2022-12-19 11:43:00+00:00,0.0,False,False,16.299999237060547,16.299999237060547,0.0,25.099998474121094,25.099998474121094,0.0,11.699999809265137,11.699999809265137,0.0,1008.9000244140624,1008.9000244140624,0.0,matched,False,False,2022-12-19,False
FREP-302793-Z,30996,80528,2022-05-04 17:05:00+00:00,2022-05-04 14:26:00+00:00,2.65,True,False,6.300000190734863,6.800000190734863,-0.5,0.5,0.3000000119209289,0.1999999880790711,15.25,15.100000381469728,0.14999961853027166,1016.5,1017.2000122070312,-0.70001220703125,matched,False,False,2022-05-04,False
FREP-303015-G,31028,31029,2022-12-21 11:57:00+00:00,2022-12-21 10:59:00+00:00,0.9666666666666667,True,False,10.600000381469728,10.0,0.6000003814697283,0.6000000238418579,0.4000000059604645,0.20000001788139343,9.100000381469728,8.5,0.6000003814697283,1008.2000122070312,1008.5999755859376,-0.3999633789063637,matched,False,False,2022-12-21,False
FREP-303101-G,31043,31043,2022-12-21 21:43:00+00:00,2022-12-21 21:43:00+00:00,0.0,False,False,3.200000047683716,3.200000047683716,0.0,2.5,2.5,0.0,6.5,6.5,0.0,1003.7000122070312,1003.7000122070312,0.0,matched,False,False,2022-12-21,False
FREP-303707-G,31121,31121,2022-12-28 12:26:00+00:00,2022-12-28 12:26:00+00:00,0.0,False,False,22.600000381469727,22.600000381469727,0.0,10.199999809265137,10.199999809265137,0.0,9.899999618530272,9.899999618530272,0.0,1005.0999755859376,1005.0999755859376,0.0,matched,False,False,2022-12-28,False
FREP-304219-G,31143,31143,2022-12-31 14:23:00+00:00,2022-12-31 14:23:00+00:00,0.0,False,False,20.0,20.0,0.0,14.40000057220459,14.40000057220459,0.0,12.399999618530272,12.399999618530272,0.0,1000.7999877929688,1000.7999877929688,0.0,matched,False,False,2022-12-31,False
FREP-304261-G,31149,31149,2022-12-31 20:25:00+00:00,2022-12-31 20:25:00+00:00,0.0,False,False,20.200000762939453,20.200000762939453,0.0,18.799999237060547,18.799999237060547,0.0,12.149999618530272,12.149999618530272,0.0,1003.5999755859376,1003.5999755859376,0.0,matched,False,False,2022-12-31,False
FREP-304003-Z,31156,31156,2022-05-11 17:35:00+00:00,2022-05-11 17:35:00+00:00,0.0,False,False,12.600000381469728,12.600000381469728,0.0,5.399999618530273,5.399999618530273,0.0,13.800000190734863,13.800000190734863,0.0,1008.2000122070312,1008.2000122070312,0.0,matched,False,False,2022-05-11,False
FREP-304374-G,31177,31177,2023-01-02 02:20:00+00:00,2023-01-02 02:20:00+00:00,0.0,False,False,4.599999904632568,4.599999904632568,0.0,7.5,7.5,0.0,8.550000190734863,8.550000190734863,0.0,1010.5999755859376,1010.5999755859376,0.0,matched,False,False,2023-01-02,False
FREP-304433-Z,31181,31181,2022-05-14 09:51:00+00:00,2022-05-14 09:51:00+00:00,0.0,False,False,6.099999904632568,6.099999904632568,0.0,0.0,0.0,0.0,15.199999809265137,15.199999809265137,0.0,1021.4000244140624,1021.4000244140624,0.0,matched,False,False,2022-05-14,False
FREP-304664-G,31197,31197,2023-01-04 10:29:00+00:00,2023-01-04 10:29:00+00:00,0.0,False,False,15.699999809265137,15.699999809265137,0.0,8.5,8.5,0.0,12.149999618530272,12.149999618530272,0.0,1015.2000122070312,1015.2000122070312,0.0,matched,False,False,2023-01-04,False
FREP-305238-G,31273,31273,2023-01-08 14:49:00+00:00,2023-01-08 14:49:00+00:00,0.0,False,False,13.100000381469728,13.100000381469728,0.0,0.8000000715255737,0.8000000715255737,0.0,8.75,8.75,0.0,991.0,991.0,0.0,matched,False,False,2023-01-08,False
FREP-305775-Z,31304,31304,2022-05-20 14:16:00+00:00,2022-05-20 14:16:00+00:00,0.0,False,False,8.100000381469727,8.100000381469727,0.0,1.7999999523162842,1.7999999523162842,0.0,14.149999618530272,14.149999618530272,0.0,1017.5999755859376,1017.5999755859376,0.0,matched,False,False,2022-05-20,False
FREP-305676-G,31306,31306,2023-01-11 08:40:00+00:00,2023-01-11 08:40:00+00:00,0.0,False,False,9.300000190734863,9.300000190734863,0.0,11.300000190734863,11.300000190734863,0.0,6.550000190734863,6.550000190734863,0.0,1011.4000244140624,1011.4000244140624,0.0,matched,False,False,2023-01-11,False
FREP-305913-Z,31330,31330,2022-05-22 04:59:00+00:00,2022-05-22 04:59:00+00:00,0.0,False,False,3.0,3.0,0.0,0.2000000029802322,0.2000000029802322,0.0,8.899999618530273,8.899999618530273,0.0,1016.9000244140624,1016.9000244140624,0.0,matched,False,False,2022-05-22,False
FREP-285404-Z,31345,31345,2022-02-16 19:02:00+00:00,2022-02-16 19:02:00+00:00,0.0,False,False,26.5,26.5,0.0,0.7000000476837158,0.7000000476837158,0.0,14.050000190734863,14.050000190734863,0.0,987.5,987.5,0.0,matched,False,False,2022-02-16,False
FREP-285538-Z,31353,31353,2022-02-16 23:20:00+00:00,2022-02-16 23:20:00+00:00,0.0,False,False,20.5,20.5,0.0,6.100000381469727,6.100000381469727,0.0,10.600000381469728,10.600000381469728,0.0,995.7999877929688,995.7999877929688,0.0,matched,False,False,2022-02-16,False
FREP-285324-G,31358,31358,2022-07-19 15:26:00+00:00,2022-07-19 15:26:00+00:00,0.0,False,False,10.300000190734863,10.300000190734863,0.0,0.0,0.0,0.0,34.20000076293945,34.20000076293945,0.0,1010.5999755859376,1010.5999755859376,0.0,matched,False,False,2022-07-19,False
FREP-285361-Z,31362,31362,2022-02-16 18:10:00+00:00,2022-02-16 18:10:00+00:00,0.0,False,False,21.89999961853028,21.89999961853028,0.0,2.900000095367432,2.900000095367432,0.0,13.649999618530272,13.649999618530272,0.0,992.4000244140624,992.4000244140624,0.0,matched,False,False,2022-02-16,False
FREP-285352-Z,31363,31363,2022-02-16 17:57:00+00:00,2022-02-16 17:57:00+00:00,0.0,False,False,21.200000762939453,21.200000762939453,0.0,2.900000095367432,2.900000095367432,0.0,13.600000381469728,13.600000381469728,0.0,992.7999877929688,992.7999877929688,0.0,matched,False,False,2022-02-16,False
FREP-285386-G,31365,31365,2022-07-19 18:42:00+00:00,2022-07-19 18:42:00+00:00,0.0,False,False,11.800000190734863,11.800000190734863,0.0,0.0,0.0,0.0,28.049999237060547,28.049999237060547,0.0,1010.5999755859376,1010.5999755859376,0.0,matched,False,False,2022-07-19,False
FREP-285498-Z,31373,31373,2022-02-16 22:40:00+00:00,2022-02-16 22:40:00+00:00,0.0,False,False,23.0,23.0,0.0,0.9000000357627869,0.9000000357627869,0.0,11.399999618530272,11.399999618530272,0.0,989.9000244140624,989.9000244140624,0.0,matched,False,False,2022-02-16,False
FREP-285650-G,31381,31381,2022-07-21 00:39:00+00:00,2022-07-21 00:39:00+00:00,0.0,False,False,5.199999809265137,5.199999809265137,0.0,0.699999988079071,0.699999988079071,0.0,17.950000762939453,17.950000762939453,0.0,1019.2000122070312,1019.2000122070312,0.0,matched,False,False,2022-07-21,False
FREP-285664-Z,31384,31384,2022-02-17 13:38:00+00:00,2022-02-17 13:38:00+00:00,0.0,False,False,15.800000190734863,15.800000190734863,0.0,0.8000000715255737,0.8000000715255737,0.0,9.550000190734863,9.550000190734863,0.0,1009.5,1009.5,0.0,matched,False,False,2022-02-17,False
FREP-286103-Z,31413,31413,2022-02-18 11:22:00+00:00,2022-02-18 11:22:00+00:00,0.0,False,False,21.89999961853028,21.89999961853028,0.0,2.700000047683716,2.700000047683716,0.0,10.199999809265137,10.199999809265137,0.0,984.2000122070312,984.2000122070312,0.0,matched,False,False,2022-02-18,False
FREP-286123-Z,31416,31416,2022-02-18 14:08:00+00:00,2022-02-18 14:08:00+00:00,0.0,False,False,28.0,28.0,0.0,3.8000001907348633,3.8000001907348633,0.0,6.449999809265137,6.449999809265137,0.0,988.5,988.5,0.0,matched,False,False,2022-02-18,False
FREP-286144-Z,31417,31417,2022-02-18 11:33:00+00:00,2022-02-18 11:33:00+00:00,0.0,False,False,22.0,22.0,0.0,4.600000381469727,4.600000381469727,0.0,9.300000190734863,9.300000190734863,0.0,984.7999877929688,984.7999877929688,0.0,matched,False,False,2022-02-18,False
FREP-286117-Z,31425,31425,2022-02-18 11:27:00+00:00,2022-02-18 11:27:00+00:00,0.0,False,False,23.89999961853028,23.89999961853028,0.0,1.600000023841858,1.600000023841858,0.0,9.449999809265137,9.449999809265137,0.0,987.2000122070312,987.2000122070312,0.0,matched,False,False,2022-02-18,False
FREP-285990-Z,31426,31426,2022-02-18 10:23:00+00:00,2022-02-18 10:23:00+00:00,0.0,False,False,21.5,21.5,0.0,4.0,4.0,0.0,8.949999809265137,8.949999809265137,0.0,988.2000122070312,988.2000122070312,0.0,matched,False,False,2022-02-18,False
FREP-286187-Z,31432,31432,2022-02-18 11:37:00+00:00,2022-02-18 11:37:00+00:00,0.0,False,False,21.100000381469727,21.100000381469727,0.0,1.5,1.5,0.0,9.600000381469728,9.600000381469728,0.0,987.0999755859376,987.0999755859376,0.0,matched,False,False,2022-02-18,False
FREP-286184-Z,31437,31437,2022-02-18 11:43:00+00:00,2022-02-18 11:43:00+00:00,0.0,False,False,22.299999237060547,22.299999237060547,0.0,4.199999809265137,4.199999809265137,0.0,9.699999809265137,9.699999809265137,0.0,985.2999877929688,985.2999877929688,0.0,matched,False,False,2022-02-18,False
FREP-286309-Z,31449,113358,2022-02-18 16:50:00+00:00,2022-02-18 12:11:00+00:00,4.65,True,False,26.39999961853028,27.799999237060547,-1.3999996185302663,3.5,3.500000238418579,-2.384185791015625e-07,6.650000095367432,8.850000381469727,-2.200000286102295,991.7000122070312,981.2000122070312,10.5,matched,False,False,2022-02-18,False
FREP-286333-Z,31451,31451,2022-02-18 12:17:00+00:00,2022-02-18 12:17:00+00:00,0.0,False,False,26.299999237060547,26.299999237060547,0.0,2.5999999046325684,2.5999999046325684,0.0,9.75,9.75,0.0,984.9000244140624,984.9000244140624,0.0,matched,False,False,2022-02-18,False
FREP-286341-Z,31455,31455,2022-02-18 12:38:00+00:00,2022-02-18 12:38:00+00:00,0.0,False,False,24.89999961853028,24.89999961853028,0.0,1.5,1.5,0.0,9.899999618530272,9.899999618530272,0.0,985.4000244140624,985.4000244140624,0.0,matched,False,False,2022-02-18,False
FREP-286339-Z,31468,31468,2022-02-18 12:16:00+00:00,2022-02-18 12:16:00+00:00,0.0,False,False,28.299999237060547,28.299999237060547,0.0,1.899999976158142,1.899999976158142,0.0,9.800000190734863,9.800000190734863,0.0,987.0,987.0,0.0,matched,False,False,2022-02-18,False
FREP-286440-Z,31472,31472,2022-02-18 12:25:00+00:00,2022-02-18 12:25:00+00:00,0.0,False,False,26.299999237060547,26.299999237060547,0.0,2.5999999046325684,2.5999999046325684,0.0,9.75,9.75,0.0,984.9000244140624,984.9000244140624,0.0,matched,False,False,2022-02-18,False
