candidate,target,scope,start,method,success,iterations,message,theta,beta,p0,nll,prediction_std,projected_gradient,boundary,n_unique_values,n,events,constant_nll,nll_improvement_vs_constant,valid,weak_identification,theta_outside_support,support_min,support_max,near_optimal_solutions,selection_reason
A01_daily_max,wthr_gt1000,full,9,L-BFGS-B,True,20,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,42.38384674355328,0.28513411545005596,0.0013935492781872402,1885.9980380483175,0.007860065581550295,2.2619021084432612e-11,,314,121656,312,2172.975816709856,286.97777866153865,True,False,True,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,wthr_gt1000,fold_0,6,L-BFGS-B,True,22,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,41.18196481831739,0.2663268959001573,0.001359207966783578,1432.503540259582,0.008111843397621223,1.763365271835096e-10,,309,96448,237,1660.7702695801336,228.26672932055158,True,False,True,2.6,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,wthr_gt1000,fold_1,4,L-BFGS-B,True,20,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,45.03998445659085,0.31419587452187014,0.0014000393995689552,1532.2723167771805,0.006859435111012339,2.5690371761449256e-11,,311,97544,249,1735.3627980591023,203.0904812819217,True,False,True,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,wthr_gt1000,fold_2,0,L-BFGS-B,True,24,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,41.92291437171954,0.28620185071747706,0.001349045087966271,1531.5788737926848,0.008490636174507099,1.9606392513063123e-10,,308,97544,258,1788.9141060109039,257.33523221821906,True,False,True,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,wthr_gt1000,fold_3,6,L-BFGS-B,True,20,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,40.89903234220371,0.2698455507123615,0.0014520092918432863,1539.411455874845,0.008502246179618679,1.0953239587462545e-10,,309,97544,257,1782.9797095902115,243.5682537153666,True,False,True,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,wthr_gt1000,fold_4,1,L-BFGS-B,True,22,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,43.24085013553412,0.290457511625186,0.0014013002784242334,1505.702686928059,0.007450825449889319,1.3886836242924982e-10,,313,97544,247,1723.4186238170194,217.7159368889604,True,False,True,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt0,full,9,L-BFGS-B,True,15,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,28.845152755506767,0.4110008133977116,0.3191221311302007,77783.96496177369,0.04701185041250381,6.378550151968859e-11,,314,121656,41926,78353.42829221259,569.463330438899,True,False,False,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt0,fold_0,7,L-BFGS-B,True,18,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,29.467592138291742,0.42695219161705616,0.3216777374197373,61858.06918919336,0.045543449260938694,5.139399917949285e-10,,309,96448,33493,62280.0431923357,421.97400314234255,True,False,False,2.6,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt0,fold_1,0,L-BFGS-B,True,19,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,29.136855435783783,0.4143900348944709,0.3218348313554237,62512.73833237351,0.045445334225912605,1.0591229561726652e-11,,311,97544,33797,62939.29576636109,426.55743398757477,True,False,False,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt0,fold_2,1,L-BFGS-B,True,18,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28.642215180728787,0.39800249936350035,0.32458800245717456,62636.38246484372,0.04647415032185144,2.472674382833977e-09,,308,97544,34021,63080.30028753784,443.9178226941149,True,False,False,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt0,fold_3,2,L-BFGS-B,True,20,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27.553531592386268,0.3825813742753188,0.31728156388311646,62211.44951576994,0.0507913207353061,3.586169425136217e-10,,309,97544,33493,62744.297485365794,532.8479695958522,True,False,False,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt0,fold_4,2,L-BFGS-B,True,21,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,29.589446244138667,0.43635086219087715,0.3100444058163505,61891.39089188393,0.04695568122698103,2.6163927065845504e-10,,313,97544,32900,62351.81249390351,460.42160201958177,True,False,False,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt5,full,0,L-BFGS-B,True,24,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30.896400264886058,0.3599055214037203,0.14979921867949714,54181.285425903625,0.04232220900895831,3.001491987573032e-10,,314,121656,20285,54827.956970412255,646.6715445086302,True,False,False,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt5,fold_0,1,L-BFGS-B,True,21,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,31.621595004209613,0.376434474245256,0.15063094480571568,43149.36948196849,0.04100225371301771,2.1340013937171673e-11,,309,96448,16184,43631.24730641687,481.87782444838376,True,False,False,2.6,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt5,fold_1,4,L-BFGS-B,True,19,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,31.5876095851673,0.3806243137401902,0.15000869589556592,43588.619371758214,0.04105289634769853,2.4341347932853395e-10,,311,97544,16339,44080.73417070202,492.1147989438032,True,False,False,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt5,fold_2,0,L-BFGS-B,True,25,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30.52532334749644,0.3505834680969831,0.15312964904178772,43919.575864702914,0.04286608681672238,4.266779087660358e-11,,308,97544,16566,44442.8237572764,523.2478925734831,True,False,False,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt5,fold_3,0,L-BFGS-B,True,25,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,29.740273377631276,0.33106521757673263,0.14943707105135612,43240.68517559509,0.04448845615278576,6.543389147721206e-10,,309,97544,16169,43807.08715100624,566.4019754111505,True,False,False,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt5,fold_4,0,L-BFGS-B,True,23,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,31.179541844321733,0.36409534896156737,0.14565852618471953,42811.87822221291,0.042337851487985016,3.714960475532151e-10,,313,97544,15882,43340.23526250079,528.3570402878831,True,False,False,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt100,full,6,L-BFGS-B,True,18,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,32.81362037210912,0.2957442958032811,0.052744077942922823,27217.365905803214,0.030337948944554334,2.0794191471193173e-11,,314,121656,7369,27803.225476890642,585.8595710874288,True,False,False,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt100,fold_0,4,L-BFGS-B,True,18,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33.275815271015674,0.30551488987157016,0.0525315721093314,21572.437018732446,0.02982261672866852,1.423072323256454e-10,,309,96448,5837,22028.240283576597,455.8032648441513,True,False,False,2.6,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
A01_daily_max,any_gt100,fold_1,0,L-BFGS-B,True,30,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33.619361344653576,0.3082785288015372,0.05247560870815884,21720.320382075333,0.028271448134509592,2.1906478854414547e-11,,311,97544,5853,22140.310555733235,419.9901736579013,True,False,False,2.4,35.9,13,"minimum evaluated optimized NLL; validity separately requires convergence, projected stationarity, no better evaluated point, and nonconstant predictions"
