,missing_pct
LAD21NMW,100.0
ee_coding_only_for_additional_incidents,99.39344517257179
Continued Cause Code,98.68306564495315
Exceptional Event?,95.41447913207594
Whether or not this incident was excluded from the IIS,95.01137027587106
snowfall_72h_sum,9.594327052009028
cloud_cover_mid_72h_max,9.594327052009028
cloud_cover_mid_72h_min,9.594327052009028
cloud_cover_high_72h_mean,9.594327052009028
cloud_cover_high_72h_max,9.594327052009028
cloud_cover_high_72h_min,9.594327052009028
soil_moisture_0_to_7cm_72h_mean,9.594327052009028
soil_moisture_0_to_7cm_72h_max,9.594327052009028
soil_moisture_0_to_7cm_72h_min,9.594327052009028
soil_temperature_0_to_7cm_72h_mean,9.594327052009028
soil_temperature_0_to_7cm_72h_max,9.594327052009028
soil_temperature_0_to_7cm_72h_min,9.594327052009028
precipitation_72h_sum,9.594327052009028
precipitation_72h_max,9.594327052009028
rain_72h_sum,9.594327052009028
pressure_msl_72h_mean,9.594327052009028
pressure_msl_72h_max,9.594327052009028
pressure_msl_72h_min,9.594327052009028
cloud_cover_72h_mean,9.594327052009028
wx_time_used_utc,9.594327052009028
temperature_0h,9.594327052009028
humidity_0h,9.594327052009028
dewpoint_0h,9.594327052009028
apparent_temp_0h,9.594327052009028
precip_0h,9.594327052009028
rain_0h,9.594327052009028
cloud_cover_72h_max,9.594327052009028
cloud_cover_72h_min,9.594327052009028
cloud_cover_low_72h_mean,9.594327052009028
cloud_cover_low_72h_max,9.594327052009028
cloud_cover_low_72h_min,9.594327052009028
soil_temp_0h,9.594327052009028
weather_code_0h,9.594327052009028
wind_speed_10m_6h_mean,9.594327052009028
wind_speed_10m_6h_max,9.594327052009028
relative_humidity_2m_72h_mean,9.594327052009028
relative_humidity_2m_72h_max,9.594327052009028
relative_humidity_2m_72h_min,9.594327052009028
dew_point_2m_72h_mean,9.594327052009028
dew_point_2m_72h_max,9.594327052009028
dew_point_2m_72h_min,9.594327052009028
apparent_temperature_72h_mean,9.594327052009028
apparent_temperature_72h_max,9.594327052009028
apparent_temperature_72h_min,9.594327052009028
surface_pressure_72h_mean,9.594327052009028
surface_pressure_72h_max,9.594327052009028
surface_pressure_72h_min,9.594327052009028
dew_point_2m_6h_max,9.594327052009028
dew_point_2m_6h_min,9.594327052009028
apparent_temperature_6h_mean,9.594327052009028
apparent_temperature_6h_max,9.594327052009028
snowfall_0h,9.594327052009028
snow_depth_0h,9.594327052009028
cloud_cover_0h,9.594327052009028
cloud_low_0h,9.594327052009028
cloud_mid_0h,9.594327052009028
cloud_high_0h,9.594327052009028
surface_pressure_0h,9.594327052009028
pressure_msl_0h,9.594327052009028
windspeed_0h,9.594327052009028
winddir_0h,9.594327052009028
gust_0h,9.594327052009028
soil_moisture_0h,9.594327052009028
cloud_cover_low_6h_min,9.594327052009028
cloud_cover_mid_6h_mean,9.594327052009028
cloud_cover_mid_6h_max,9.594327052009028
cloud_cover_mid_6h_min,9.594327052009028
wind_speed_10m_6h_min,9.594327052009028
wind_gusts_10m_6h_mean,9.594327052009028
wind_gusts_10m_6h_max,9.594327052009028
wind_gusts_10m_6h_min,9.594327052009028
wind_direction_10m_6h_circmean,9.594327052009028
temperature_2m_6h_mean,9.594327052009028
temperature_2m_6h_max,9.594327052009028
temperature_2m_6h_min,9.594327052009028
relative_humidity_2m_6h_mean,9.594327052009028
relative_humidity_2m_6h_max,9.594327052009028
relative_humidity_2m_6h_min,9.594327052009028
dew_point_2m_6h_mean,9.594327052009028
rain_6h_max,9.594327052009028
snowfall_6h_sum,9.594327052009028
snowfall_6h_max,9.594327052009028
incident_hour_in_window_6h,9.594327052009028
apparent_temperature_6h_min,9.594327052009028
surface_pressure_6h_mean,9.594327052009028
surface_pressure_6h_max,9.594327052009028
surface_pressure_6h_min,9.594327052009028
pressure_msl_6h_mean,9.594327052009028
pressure_msl_6h_max,9.594327052009028
pressure_msl_6h_min,9.594327052009028
cloud_cover_6h_mean,9.594327052009028
cloud_cover_6h_max,9.594327052009028
cloud_cover_6h_min,9.594327052009028
cloud_cover_low_6h_mean,9.594327052009028
cloud_cover_low_6h_max,9.594327052009028
relative_humidity_2m_12h_min,9.594327052009028
dew_point_2m_12h_mean,9.594327052009028
dew_point_2m_12h_max,9.594327052009028
dew_point_2m_12h_min,9.594327052009028
cloud_cover_high_6h_mean,9.594327052009028
cloud_cover_high_6h_max,9.594327052009028
cloud_cover_high_6h_min,9.594327052009028
soil_moisture_0_to_7cm_6h_mean,9.594327052009028
soil_moisture_0_to_7cm_6h_max,9.594327052009028
soil_moisture_0_to_7cm_6h_min,9.594327052009028
soil_temperature_0_to_7cm_6h_mean,9.594327052009028
soil_temperature_0_to_7cm_6h_max,9.594327052009028
soil_temperature_0_to_7cm_6h_min,9.594327052009028
precipitation_6h_sum,9.594327052009028
precipitation_6h_max,9.594327052009028
rain_6h_sum,9.594327052009028
cloud_cover_low_12h_mean,9.594327052009028
cloud_cover_low_12h_max,9.594327052009028
cloud_cover_low_12h_min,9.594327052009028
cloud_cover_mid_12h_mean,9.594327052009028
wind_speed_10m_12h_mean,9.594327052009028
wind_speed_10m_12h_max,9.594327052009028
wind_speed_10m_12h_min,9.594327052009028
wind_gusts_10m_12h_mean,9.594327052009028
wind_gusts_10m_12h_max,9.594327052009028
wind_gusts_10m_12h_min,9.594327052009028
wind_direction_10m_12h_circmean,9.594327052009028
temperature_2m_12h_mean,9.594327052009028
temperature_2m_12h_max,9.594327052009028
temperature_2m_12h_min,9.594327052009028
relative_humidity_2m_12h_mean,9.594327052009028
relative_humidity_2m_12h_max,9.594327052009028
precipitation_12h_max,9.594327052009028
rain_12h_sum,9.594327052009028
rain_12h_max,9.594327052009028
snowfall_12h_sum,9.594327052009028
apparent_temperature_12h_mean,9.594327052009028
apparent_temperature_12h_max,9.594327052009028
apparent_temperature_12h_min,9.594327052009028
surface_pressure_12h_mean,9.594327052009028
surface_pressure_12h_max,9.594327052009028
surface_pressure_12h_min,9.594327052009028
pressure_msl_12h_mean,9.594327052009028
pressure_msl_12h_max,9.594327052009028
pressure_msl_12h_min,9.594327052009028
cloud_cover_12h_mean,9.594327052009028
cloud_cover_12h_max,9.594327052009028
cloud_cover_12h_min,9.594327052009028
relative_humidity_2m_24h_mean,9.594327052009028
relative_humidity_2m_24h_max,9.594327052009028
relative_humidity_2m_24h_min,9.594327052009028
dew_point_2m_24h_mean,9.594327052009028
cloud_cover_mid_12h_max,9.594327052009028
cloud_cover_mid_12h_min,9.594327052009028
cloud_cover_high_12h_mean,9.594327052009028
cloud_cover_high_12h_max,9.594327052009028
cloud_cover_high_12h_min,9.594327052009028
soil_moisture_0_to_7cm_12h_mean,9.594327052009028
soil_moisture_0_to_7cm_12h_max,9.594327052009028
soil_moisture_0_to_7cm_12h_min,9.594327052009028
soil_temperature_0_to_7cm_12h_mean,9.594327052009028
soil_temperature_0_to_7cm_12h_max,9.594327052009028
soil_temperature_0_to_7cm_12h_min,9.594327052009028
precipitation_12h_sum,9.594327052009028
cloud_cover_24h_max,9.594327052009028
cloud_cover_24h_min,9.594327052009028
cloud_cover_low_24h_mean,9.594327052009028
cloud_cover_low_24h_max,9.594327052009028
snowfall_12h_max,9.594327052009028
incident_hour_in_window_12h,9.594327052009028
wind_speed_10m_24h_mean,9.594327052009028
wind_speed_10m_24h_max,9.594327052009028
wind_speed_10m_24h_min,9.594327052009028
wind_gusts_10m_24h_mean,9.594327052009028
wind_gusts_10m_24h_max,9.594327052009028
wind_gusts_10m_24h_min,9.594327052009028
wind_direction_10m_24h_circmean,9.594327052009028
temperature_2m_24h_mean,9.594327052009028
temperature_2m_24h_max,9.594327052009028
temperature_2m_24h_min,9.594327052009028
soil_temperature_0_to_7cm_24h_min,9.594327052009028
precipitation_24h_sum,9.594327052009028
precipitation_24h_max,9.594327052009028
rain_24h_sum,9.594327052009028
dew_point_2m_24h_max,9.594327052009028
dew_point_2m_24h_min,9.594327052009028
apparent_temperature_24h_mean,9.594327052009028
apparent_temperature_24h_max,9.594327052009028
apparent_temperature_24h_min,9.594327052009028
surface_pressure_24h_mean,9.594327052009028
surface_pressure_24h_max,9.594327052009028
surface_pressure_24h_min,9.594327052009028
pressure_msl_24h_mean,9.594327052009028
pressure_msl_24h_max,9.594327052009028
pressure_msl_24h_min,9.594327052009028
cloud_cover_24h_mean,9.594327052009028
temperature_2m_48h_max,9.594327052009028
temperature_2m_48h_min,9.594327052009028
relative_humidity_2m_48h_mean,9.594327052009028
relative_humidity_2m_48h_max,9.594327052009028
cloud_cover_low_24h_min,9.594327052009028
cloud_cover_mid_24h_mean,9.594327052009028
cloud_cover_mid_24h_max,9.594327052009028
cloud_cover_mid_24h_min,9.594327052009028
cloud_cover_high_24h_mean,9.594327052009028
cloud_cover_high_24h_max,9.594327052009028
cloud_cover_high_24h_min,9.594327052009028
soil_moisture_0_to_7cm_24h_mean,9.594327052009028
soil_moisture_0_to_7cm_24h_max,9.594327052009028
soil_moisture_0_to_7cm_24h_min,9.594327052009028
soil_temperature_0_to_7cm_24h_mean,9.594327052009028
soil_temperature_0_to_7cm_24h_max,9.594327052009028
pressure_msl_48h_min,9.594327052009028
cloud_cover_48h_mean,9.594327052009028
cloud_cover_48h_max,9.594327052009028
cloud_cover_48h_min,9.594327052009028
rain_24h_max,9.594327052009028
snowfall_24h_sum,9.594327052009028
snowfall_24h_max,9.594327052009028
incident_hour_in_window_24h,9.594327052009028
wind_speed_10m_48h_mean,9.594327052009028
wind_speed_10m_48h_max,9.594327052009028
wind_speed_10m_48h_min,9.594327052009028
wind_gusts_10m_48h_mean,9.594327052009028
wind_gusts_10m_48h_max,9.594327052009028
wind_gusts_10m_48h_min,9.594327052009028
wind_direction_10m_48h_circmean,9.594327052009028
temperature_2m_48h_mean,9.594327052009028
soil_temperature_0_to_7cm_48h_mean,9.594327052009028
soil_temperature_0_to_7cm_48h_max,9.594327052009028
soil_temperature_0_to_7cm_48h_min,9.594327052009028
precipitation_48h_sum,9.594327052009028
relative_humidity_2m_48h_min,9.594327052009028
dew_point_2m_48h_mean,9.594327052009028
dew_point_2m_48h_max,9.594327052009028
dew_point_2m_48h_min,9.594327052009028
apparent_temperature_48h_mean,9.594327052009028
apparent_temperature_48h_max,9.594327052009028
apparent_temperature_48h_min,9.594327052009028
surface_pressure_48h_mean,9.594327052009028
surface_pressure_48h_max,9.594327052009028
surface_pressure_48h_min,9.594327052009028
pressure_msl_48h_mean,9.594327052009028
pressure_msl_48h_max,9.594327052009028
cloud_cover_mid_72h_mean,9.594327052009028
temperature_2m_72h_mean,9.594327052009028
temperature_2m_72h_max,9.594327052009028
temperature_2m_72h_min,9.594327052009028
cloud_cover_low_48h_mean,9.594327052009028
cloud_cover_low_48h_max,9.594327052009028
cloud_cover_low_48h_min,9.594327052009028
cloud_cover_mid_48h_mean,9.594327052009028
cloud_cover_mid_48h_max,9.594327052009028
cloud_cover_mid_48h_min,9.594327052009028
cloud_cover_high_48h_mean,9.594327052009028
cloud_cover_high_48h_max,9.594327052009028
cloud_cover_high_48h_min,9.594327052009028
soil_moisture_0_to_7cm_48h_mean,9.594327052009028
soil_moisture_0_to_7cm_48h_max,9.594327052009028
snowfall_72h_max,9.594327052009028
incident_hour_in_window_72h,9.594327052009028
wind_gusts_10m_72h_min,9.594327052009028
wind_direction_10m_72h_circmean,9.594327052009028
rain_72h_max,9.594327052009028
precipitation_48h_max,9.594327052009028
rain_48h_sum,9.594327052009028
rain_48h_max,9.594327052009028
snowfall_48h_sum,9.594327052009028
snowfall_48h_max,9.594327052009028
incident_hour_in_window_48h,9.594327052009028
wind_speed_10m_72h_mean,9.594327052009028
wind_speed_10m_72h_max,9.594327052009028
wind_speed_10m_72h_min,9.594327052009028
wind_gusts_10m_72h_mean,9.594327052009028
wind_gusts_10m_72h_max,9.594327052009028
soil_moisture_0_to_7cm_48h_min,9.594327052009028
rural_urban_classification,7.303458161167881
log_gva_pc,5.797369494033233
population_2016,5.797369494033233
gva_pc,5.797369494033233
duration_A_customer_weighted_hours,5.456051046443688
Duration (hours),5.456051046443688
urban_ratio,4.140798063059845
bua_gb_coverage,4.140798063059845
dno_name,4.140798063059845
match_method,4.140798063059845
dno_overlap_km2,4.140798063059845
dno_overlap_ratio,4.140798063059845
GlobalID,4.140798063059845
LAD23NM,4.140798063059845
births,4.140798063059845
profile,4.140798063059845
morans_i,4.140798063059845
morans_i_rank,4.140798063059845
deprivation_gap_pct,4.140798063059845
deprivation_gap_rank,4.140798063059845
income_deprivation_rate_rank,4.140798063059845
LADNM,4.140798063059845
population,4.140798063059845
LADCD,4.140798063059845
natchange,4.140798063059845
international_out,4.140798063059845
international_net,4.140798063059845
