raw_driver,value,n_reference,mean_eta,exp_mean_eta,mean_exp_eta,interpretation
gust_0h,1.899999976158142,720,2.631551036475062,13.89530532208832,15.155399564931654,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,2.324489788133271,720,2.5613846976941015,12.953741919165845,14.128450587831937,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,2.7489796001083997,720,2.494248577685349,12.112628398854818,13.211060779958032,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,3.1734694120835285,720,2.430142676448806,11.360502840578468,12.390728797719715,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,3.5979592240586573,720,2.3690669939844717,10.687416207353007,11.656603376802845,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,4.022449036033786,720,2.3110215302923467,10.084721243219633,10.999253085788107,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,4.446938848008915,720,2.2560062853724308,9.54489336571425,10.410470976273904,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,4.871428659984044,720,2.204021259224724,9.061378485736892,9.883108602307335,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,5.2959184719591725,720,2.1550664518492266,8.628463537276218,9.410934809110877,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,5.720408283934301,720,2.1091418632459376,8.241166201752447,8.988515457089475,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,6.14489809590943,720,2.066247493414858,7.895140893115924,8.611110881197998,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,6.569387907884559,720,2.0263833423559867,7.586598552103572,8.274588411748669,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,6.993877719859688,720,1.9895494100693252,7.312238198988341,7.975347720029046,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,7.418367531834816,720,1.9557456965548732,7.069188528262605,7.710257116505695,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,7.842857343809945,720,1.9249722018126294,6.854958107840707,7.47659923384686,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,8.267347155785075,720,1.8972289258425952,6.667392979273303,7.27202478211689,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,8.691836967760203,720,1.8725158686447692,6.504640652131231,7.09451327799473,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,9.116326779735331,720,1.8508330302191536,6.365119651729889,6.942339830937034,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,9.54081659171046,720,1.8321804105657458,6.247493920178208,6.814047222789061,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,9.96530640368559,720,1.8165580096845475,6.150651490881555,6.708422648387206,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,10.389796215660718,720,1.803965827575558,6.073686959889417,6.624478597322763,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,10.814286027635847,720,1.794403864238779,6.015887367043285,6.56143745472325,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,11.238775839610977,720,1.7878721196742073,5.976721178449989,6.518719484602562,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,11.663265651586105,720,1.7843705938818453,5.955830131704266,6.495933935568399,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,12.087755463561233,720,1.7838992868616925,5.953023768533637,6.492873077660685,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,12.512245275536362,720,1.7864581986137484,5.9682765379376805,6.509509042789326,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,12.93673508751149,720,1.792047329138014,6.001727408073592,6.545993401423638,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,13.36122489948662,720,1.8006666784344882,6.053681978626105,6.602659466522338,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,13.785714711461749,720,1.812316246503172,6.124617138659777,6.680027373782621,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,14.210204523436877,720,1.8269960333440634,6.215188369444904,6.77881204672207,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,14.634694335412007,720,1.844706038957165,6.326239848977074,6.8999342175254315,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,15.059184147387136,720,1.8654462633424758,6.458817576467103,7.044534741727521,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,15.483673959362264,720,1.8892167064999947,6.614185802703531,7.213992518561303,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,15.908163771337392,720,1.9160173684297237,6.793847127828824,7.409946411298776,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,16.33265358331252,720,1.9458482491316609,6.999566713944758,7.634321655573782,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,16.75714339528765,720,1.978709348605808,7.233401158646934,7.8893613513098675,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,17.181633207262777,720,2.0146006668521634,7.497732690106269,8.177663758778984,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,17.606123019237906,720,2.053522203870728,7.795309478252215,8.502226265399965,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,18.030612831213038,720,2.095473959661502,8.129293014249058,8.866497061817428,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,18.455102643188166,720,2.140455934224485,8.503313696938905,9.274435769195266,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,18.879592455163294,720,2.1884681275596765,8.921535986462429,9.730584501286385,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,19.304082267138423,720,2.2395105396670782,9.388734749386876,10.240151132910258,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,19.72857207911355,720,2.293583170546688,9.910384735517573,10.809106890959303,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,20.15306189108868,720,2.350686020198507,10.492765505294788,11.444300797125281,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,20.57755170306381,720,2.410819088622536,11.143084581904562,12.153593988045772,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,21.00204151503894,720,2.4739823758187733,11.869622150644759,12.946017536716443,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,21.426531327014068,720,2.5401758817872184,12.681901290156093,13.83195812112262,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,21.851021138989196,720,2.609399606527875,13.590888521022647,14.823376759567683,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,22.275510950964325,720,2.681653550040739,14.609230427972552,15.9340668909322,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
gust_0h,22.700000762939453,720,2.756937712325812,15.751533290732631,17.17995936382192,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
